u_mag,g_mag,r_mag,i_mag,zed_mag,Spec z
25.4064,25.4505,24.5038,23.9385,23.6519,0.7794
25.7042,25.1978,24.4127,24.2931,24.0009,2.7079
26.5211,26.5053,25.4413,24.8271,23.8184,1.3446
25.5721,25.3099,24.721,24.6254,24.4601,2.6756
25.0003,25.1269,24.2164,23.9607,23.9682,0.5371
26.5007,26.2091,25.0177,24.5374,23.844,1.2253
26.1086,25.5703,24.3967,24.1355,23.9664,0.4572
24.8934,24.8692,24.4642,24.4361,23.6044,1.3197
24.3489,23.4035,21.3452,20.8337,20.4131,0.3794
25.9064,26.051,25.1214,24.4391,24.1993,0.7171
25.8695,25.971,25.2132,24.8026,24.7981,0.6484
24.2666,24.1925,23.0988,22.8389,22.5473,0.4923
23.9811,24.0358,23.6539,23.5019,22.7794,1.3063
26.9843,26.8628,24.7372,23.6075,22.8763,0.8422
25.3833,25.3652,24.8003,24.3968,23.7346,1.1306
24.4346,24.5899,23.8114,23.3723,22.6956,1.1116
25.0184,25.1373,24.5269,24.0251,23.5,1.0645
24.9211,25.0203,24.5311,24.1706,23.964,1.06
24.0931,24.1858,23.658,23.3777,22.6598,1.2419
24.2962,24.3213,23.4427,22.8715,22.5009,0.7456
25.9025,25.932,25.5297,24.9111,24.2501,1.08
24.8757,24.7248,23.2317,22.9035,22.6155,0.3586
25.1206,25.0343,23.9978,23.8713,23.5989,0.3038
27.0235,26.331,25.654,24.9358,24.6514,1.5654
26.5348,26.1914,25.7025,25.188,24.9801,1.9444
24.3175,24.5165,23.8397,23.4273,23.1325,0.7723
25.7163,25.1226,24.2333,24.0576,23.4577,2.2756
25.6992,24.8882,23.0424,22.5845,22.2176,0.3496
24.2553,24.1568,23.0248,22.8453,22.5286,0.365
24.9125,24.8582,23.7735,23.4498,23.1162,0.4773
25.0773,25.2564,24.4135,23.7972,23.4543,0.6806
24.2289,24.3877,23.4418,23.2752,23.0962,0.4901
25.3337,25.2185,24.9553,24.7027,24.1648,1.4077
25.3922,25.5201,25.5049,25.5569,24.6495,1.2098
25.6056,25.6621,25.3239,24.9324,24.5449,1.0685
24.9665,24.7482,23.9036,23.7531,23.5674,0.2939
27.038,25.878,24.8463,24.8277,24.313,2.5157
25.6619,25.629,24.8384,24.7214,24.5238,0.0607
26.7294,26.1703,24.9718,24.7021,24.6005,3.2728
26.7686,27.1705,25.7954,24.6542,23.9098,1.5355
25.1544,24.2056,22.2329,21.7233,21.3224,0.3516
24.6757,24.7309,24.3717,24.1779,23.6114,1.3214
25.5278,25.649,25.4209,24.8958,24.4362,0.9817
25.6209,25.7406,25.6106,25.7444,24.8518,1.2415
25.2524,25.2394,24.0976,23.5456,23.3263,0.6203
24.5062,24.5676,23.6135,23.3486,23.2366,0.5357
25.2399,24.6906,24.0047,23.8358,23.6313,0.0557
24.4767,24.3325,23.9005,23.8275,23.9385,2.2221
25.559,25.6314,25.1818,24.7761,24.0313,1.1186
24.5287,24.4962,24.127,24.2017,23.9923,2.1158
24.6793,24.683,24.2591,24.0996,23.896,1.6782
24.4388,24.5222,23.8868,23.1475,22.7857,0.8991
25.7575,25.3178,24.6953,24.2153,23.7142,1.8226
25.7943,25.5632,24.2035,23.8184,23.4694,0.5601
25.041,25.2503,25.0677,24.3719,24.1473,0.9692
24.9983,24.9937,23.9321,23.6628,23.4753,0.5018
26.047,26.0554,25.412,24.6351,24.3586,0.718
24.8741,24.9033,23.9629,23.3956,22.3977,1.2189
25.9909,25.5825,24.7846,24.3427,23.8929,1.7088
25.2887,25.2154,23.9406,23.6584,23.3819,0.4634
25.1667,24.9669,24.301,24.0924,23.8889,0.0468
25.03,24.9572,24.557,23.9533,23.4329,0.9665
24.9785,25.1059,24.9574,24.7315,24.2692,1.1854
24.8071,24.6726,24.322,24.2087,24.0231,2.2117
25.692,25.6829,25.1705,25.1742,24.5224,1.3691
24.8279,24.9117,23.6141,22.6703,21.8552,0.9418
25.5132,25.426,24.056,23.7939,23.4947,0.3873
24.4797,24.6521,24.2256,23.7071,23.4212,0.8528
25.3076,25.4174,25.0614,24.4405,23.9613,0.9645
24.2177,24.2276,23.8891,23.772,23.1568,1.3532
26.2891,26.0462,25.5601,25.1939,25.3258,1.9264
25.1401,25.1922,24.1646,23.8845,23.6112,0.5461
24.5098,24.5714,23.979,23.2692,22.9654,0.9328
23.7547,23.7756,22.7734,22.3657,22.2197,0.63
25.6864,25.5589,24.7402,24.1643,23.9233,0.6737
25.3279,25.4585,24.5456,24.3042,24.2997,0.5526
25.9092,25.947,25.259,24.9711,25.075,0.483
24.4031,24.5615,24.1077,23.5982,23.258,0.7955
27.0282,26.6264,26.1825,25.1813,24.5294,1.7685
24.8551,24.7038,23.4941,23.2589,22.882,0.4721
25.6704,25.525,25.1268,24.8087,24.6957,1.9618
25.1358,24.8012,23.3366,22.9458,22.6072,0.4135
24.7851,24.8065,24.0252,23.6616,22.9963,1.2571
26.804,26.1965,25.3268,25.2088,25.1308,2.7761
24.9923,24.5434,23.6805,23.4592,23.2892,0.1918
25.3292,25.5426,24.3537,24.0859,23.8056,0.5075
25.585,25.4339,24.938,24.5066,23.8993,1.6273
25.5672,25.753,25.2341,24.6349,24.4052,0.9497
25.265,25.2096,24.1883,23.9955,23.6795,0.4801
24.9707,25.075,24.7546,24.2134,23.8686,0.9885
24.1273,24.2155,23.3548,22.8495,22.5771,0.7328
24.7735,24.7311,23.5428,23.2243,22.9999,0.4688
24.566,24.6579,23.6282,23.5233,23.1736,0.3722
23.7666,23.5667,22.2262,21.5116,21.0944,0.6958
23.725,23.8081,23.5144,23.4671,23.325,1.8701
24.7534,24.7948,23.9038,23.8992,23.5937,0.3552
24.5692,23.7132,21.5602,21.0239,20.5861,0.3817
25.185,25.0736,23.7191,23.3127,23.0052,0.5102
25.7514,25.5383,24.8454,24.5728,24.038,1.5609
23.5864,23.6539,22.7135,22.1945,21.934,0.667
24.8159,24.8667,24.348,24.1154,23.5961,1.8571
25.571,25.5607,24.6024,24.3302,24.0168,0.3804
26.3404,26.2448,25.1817,24.951,24.5713,0.2626
26.0061,26.1398,25.587,24.8414,24.3874,1.5228
25.0537,24.7631,23.1111,22.6415,22.2367,0.4853
24.5523,24.5714,23.9319,23.1841,22.7365,0.8535
24.8342,24.937,24.6,24.4041,24.2632,1.4705
24.9072,25.0175,23.6856,23.5158,23.3368,0.3743
25.3039,25.3505,24.7399,24.0956,23.8746,0.7945
24.8864,24.8549,23.7743,23.6113,23.3151,0.3739
26.5901,26.8666,24.9289,23.7584,22.8416,0.923
24.4652,24.1543,23.2559,23.0264,22.845,0.2451
25.432,25.4349,24.3535,23.5414,23.3182,0.6973
24.3478,24.4123,23.3187,23.1282,22.909,0.4888
25.4231,25.2656,24.2213,24.1115,23.848,0.3364
25.5026,25.5109,24.4345,24.2992,24.1437,0.3702
25.1396,25.1036,24.0604,23.2077,22.5706,0.9639
24.8218,24.9007,24.5699,23.9756,23.6721,0.8975
25.4365,25.4116,24.2861,24.2021,23.9134,0.316
24.6498,24.3179,23.5585,23.3766,23.3101,0.1967
25.6992,25.77,25.1009,24.576,24.4262,0.6796
25.0291,25.0971,24.4716,23.7547,23.2419,1.0141
25.0726,25.1794,24.8935,24.7919,24.5744,1.3232
25.5845,25.2169,24.2333,23.894,23.8715,0.2126
24.4387,24.5022,24.0558,23.6694,23.0992,1.1401
25.5666,25.4813,24.7949,24.3936,24.2555,0.6331
24.3074,24.3565,24.1317,24.0967,23.9244,1.8286
24.8445,24.7593,23.7771,23.1968,22.825,0.7406
25.7869,25.9449,25.0986,25.0621,24.7066,0.4383
25.2083,25.2547,24.5572,24.028,23.8575,0.6986
24.7441,24.87,24.6432,24.0901,23.7609,1.0689
25.9479,25.6396,24.6591,24.4126,24.4319,0.2295
24.9308,25.137,24.6688,24.028,23.7326,0.8274
23.8249,23.6149,22.5943,22.4038,22.2115,0.2365
24.9484,24.9949,24.5103,24.3215,23.5533,1.2838
24.8659,24.9494,24.6116,23.9571,23.6446,0.9636
25.8017,25.6492,24.1867,23.8081,23.5438,0.4671
25.2678,24.7334,22.9984,22.5164,22.0996,0.3458
24.1917,24.2811,23.6747,23.2685,22.9671,0.7771
24.3748,24.4017,23.9461,23.6774,23.0379,1.3363
23.1088,23.132,22.2736,21.8034,21.5145,0.7046
25.0784,25.1774,24.8481,24.1631,23.8143,0.9272
24.5906,24.7757,23.9082,23.5844,23.3951,0.6083
24.009,23.9819,22.8381,22.5356,22.2723,0.4882
25.0121,25.1522,24.1551,23.9358,23.849,0.4405
25.4346,25.625,25.1753,24.4588,24.2692,0.9189
24.5851,24.5778,24.0679,23.8114,23.0971,1.3484
25.2328,25.0909,24.5814,24.1586,23.6659,1.5228
25.3732,25.2019,24.4506,23.5817,22.6699,1.3618
24.1689,24.0481,23.0063,22.8915,22.7343,0.2792
24.6484,24.6979,24.1425,23.4304,23.1055,0.9009
25.8492,25.6737,24.6841,24.5931,24.3659,0.2865
24.8835,24.6853,23.2506,22.9627,22.5866,0.3314
25.4787,25.1678,24.1955,23.9652,23.7068,0.207
25.7516,25.5933,24.1089,23.7763,23.4602,0.4873
26.9041,27.2265,26.0569,25.5704,24.9139,1.5229
25.2739,25.2693,24.7187,24.7023,23.9051,1.4047
25.3337,25.3707,24.7716,24.5439,24.7048,0.1076
26.7861,27.3447,26.1651,26.654,25.4316,2.427
24.8314,24.8833,24.6254,24.4904,24.068,1.3843
25.0904,25.1861,23.8965,23.7488,23.5313,0.4212
24.9141,24.9575,23.9578,23.8682,23.6971,0.3662
24.3491,24.3817,23.526,22.8654,22.2573,1.0067
25.2445,25.4412,24.3898,23.7673,23.1951,0.964
27.0013,26.7614,24.634,24.367,24.229,3.5393
25.4039,25.5225,24.6583,24.685,24.5341,0.3691
25.0364,25.1318,24.4521,23.9871,23.2455,1.1442
25.1578,25.2374,24.9832,25.2098,24.7972,1.8302
24.7897,24.5985,24.2529,24.0229,23.8136,1.9796
25.7812,25.688,24.858,24.2157,23.5142,1.2834
25.5916,25.8193,24.7792,24.5247,24.2209,0.4614
25.6823,25.5025,24.487,24.1785,23.8861,0.4902
24.7284,24.8414,24.3823,23.8856,23.1475,1.3781
25.65,25.6044,24.7241,23.8237,23.3553,0.8719
24.5251,24.6071,23.6919,23.3771,23.2654,0.6197
24.5594,24.3255,23.0796,22.8004,22.5019,0.4756
25.1596,25.1243,23.7913,23.0279,22.6862,0.6832
25.0289,25.1481,24.2299,23.786,23.6426,0.6362
25.1971,25.305,25.0939,24.982,24.2838,1.3046
24.6772,24.7809,23.9586,23.3597,23.1479,0.7004
25.3798,25.6854,25.0831,24.7078,24.59,0.5133
25.3988,25.2722,23.8192,23.2824,22.8528,0.4866
25.3882,25.202,24.8124,24.6969,24.4226,2.2471
26.1971,25.8161,25.2071,24.7595,24.3358,1.7899
25.5858,25.6723,24.4774,24.222,23.9505,0.4373
24.1712,24.1418,23.6739,23.4849,22.9767,1.4381
23.1408,23.0291,21.7715,21.6025,21.2898,0.3418
24.55,24.5006,23.278,23.0051,22.7195,0.4852
27.2212,26.7157,25.1554,24.6367,24.491,3.2028
25.1254,24.7492,24.0109,23.8181,23.8186,0.183
25.5208,25.5956,24.7192,24.1092,23.6758,0.9235
25.7123,25.3044,24.6011,24.2746,24.2937,0.1993
25.4384,25.3431,24.8683,24.533,23.6677,1.2892
24.7935,24.5316,23.0934,22.4752,22.0769,0.6388
23.8116,23.8234,22.6526,22.4403,22.1554,0.404
24.2012,24.1039,22.8934,22.768,22.4766,0.3409
25.1406,25.1171,24.5928,23.9477,23.548,0.9707
25.0285,25.0476,24.3709,23.9097,23.7519,0.6883
24.8186,24.5055,24.0232,23.9225,23.8253,0.1053
25.2526,25.3507,24.9947,24.8506,24.6495,0.9962
24.9405,24.8271,24.0466,23.5032,22.7365,1.2324
24.4393,24.5264,23.9845,23.4923,23.172,0.8038
25.8939,26.1405,25.2418,24.5023,23.6464,0.9941
24.4386,24.2913,23.1376,22.9609,22.6835,0.3035
24.4053,24.2559,23.8642,23.6861,23.4801,1.6995
24.9103,24.8084,23.8248,23.2104,22.9201,0.728
24.7537,24.7834,24.3296,24.0368,23.898,1.6692
25.1428,25.1648,24.4263,23.9114,23.6722,0.6747
23.5695,23.7167,23.4276,22.9107,22.5725,0.9541
24.8657,24.886,24.1133,23.5333,23.2379,0.7198
25.3783,25.4671,24.3875,24.2738,23.9943,0.3513
25.9809,25.0256,22.9037,22.1427,21.661,0.5016
26.1378,26.3581,25.8947,25.5323,24.962,1.0853
25.166,25.2068,24.4932,24.0831,23.2111,1.2852
23.9282,23.9892,23.377,22.7818,22.3713,0.9021
24.2522,24.3928,23.7198,22.919,22.5073,0.9215
24.5197,23.6829,21.7842,21.2849,20.8827,0.3496
24.5105,24.2645,23.0122,22.2318,21.8007,0.7233
24.2222,24.1901,22.9775,22.7095,22.4123,0.4231
24.1639,24.1057,22.8343,22.6398,22.2802,0.373
24.0809,24.1602,23.5978,23.2124,22.6874,1.1037
25.2131,25.3395,25.035,25.0048,24.6466,1.3709
25.0446,25.0433,24.6728,24.5502,23.7978,1.3249
25.1078,24.4088,22.4179,21.916,21.5118,0.376
25.5923,25.8643,25.3915,24.6582,24.3329,0.9917
25.1123,24.858,24.4424,23.7743,23.3894,1.7346
24.8345,25.2178,24.8285,24.7431,24.4452,1.9892
23.8618,23.8215,22.5646,22.3432,21.9661,0.3649
25.1144,25.2768,24.623,24.2149,24.3195,0.6874
24.5816,24.6448,24.0599,23.4005,22.956,0.9413
25.2412,25.2927,25.0917,24.7202,24.4753,1.7611
26.1158,26.2607,25.4396,24.4514,24.0203,0.9676
27.1786,26.2986,24.9966,24.594,24.5472,3.029
25.561,25.6048,25.4085,24.8223,24.5689,1.0153
24.3158,24.5112,24.062,23.7508,23.2386,1.4249
25.166,25.1961,24.4261,23.886,23.6402,0.7429
24.8676,24.9704,24.484,23.8687,23.5254,0.8883
24.6618,24.6989,24.5335,24.4783,24.3501,1.748
24.9939,24.8223,24.2757,24.0581,23.5918,1.5162
25.7967,25.4294,24.186,23.5804,23.2139,0.5994
25.2206,25.2031,24.2036,23.7328,23.3557,0.6254
24.7795,25.163,24.8397,24.2276,23.9093,1.047
25.0645,24.7251,23.0924,22.2254,21.7116,0.6717
25.4118,25.071,24.6184,24.3578,23.8429,1.72
25.9293,25.8563,25.0327,24.904,24.6692,0.5232
25.5592,25.4602,24.2205,23.9617,23.7054,0.3122
24.5527,24.7223,24.2219,23.7145,23.3894,0.8098
24.957,24.6982,23.4978,22.6353,22.1564,0.832
24.3308,24.5753,24.4227,24.0219,23.8055,1.044
24.6353,23.6018,21.4583,20.8821,20.4478,0.3769
25.2803,25.208,24.0264,23.8503,23.5597,0.3386
24.2645,24.1474,23.7112,23.5874,23.4426,1.7644
25.1118,25.1736,24.3201,24.0755,23.8183,0.6113
24.1629,24.2959,23.6823,23.2805,22.9816,0.7551
25.0589,25.168,24.3958,23.9435,23.9182,0.6509
26.1932,25.5274,24.4742,24.3756,24.2869,2.8772
25.6357,25.7375,24.7238,24.4285,23.9337,1.1283
25.8172,25.8598,24.8029,24.6593,24.3976,0.3934
24.6941,24.656,23.5143,23.0161,22.7689,0.6256
26.0636,25.1012,24.4402,24.5405,24.4369,2.948
25.124,25.3638,24.7774,24.2269,23.6392,1.0392
24.0931,24.0256,23.4894,23.1249,22.6142,1.494
25.468,25.5855,24.8595,24.379,23.9852,0.7546
24.0072,23.8744,23.5272,23.3061,23.1101,1.8259
25.5371,25.3316,24.0121,23.5996,23.2123,0.4677
25.346,24.9591,24.2921,24.2603,24.0541,2.1561
25.4829,25.6954,25.2294,24.8421,24.2412,1.4314
25.0899,24.9987,24.4314,24.0887,23.7304,1.4815
25.2002,25.3003,24.7584,24.2522,23.968,0.7569
25.1395,24.9375,24.6178,24.3798,24.1797,2.0398
24.0426,24.151,23.7992,23.6787,23.2021,1.4654
25.7074,25.9171,25.5125,25.0352,24.4715,1.068
25.0062,25.103,24.8519,24.6027,24.6347,1.6137
25.4939,25.4469,24.1972,24.0969,23.8279,0.3382
23.5587,23.5526,22.3169,22.1182,21.8027,0.3652
25.4572,25.1076,24.512,24.3125,24.2313,2.4748
24.5425,24.6987,24.2219,23.5399,23.1697,0.8777
25.7102,25.9787,25.1876,24.6936,24.4947,0.7123
24.565,24.6859,24.1465,23.7144,23.4907,0.7204
25.6162,25.7453,25.0609,24.4212,23.8365,1.5025
24.9464,24.9965,24.3303,23.5891,23.1362,0.8804
24.3682,24.4846,24.1614,24.0643,23.5992,1.4373
24.9821,25.091,24.9286,24.6949,24.0238,1.1342
26.071,25.748,25.1265,24.8172,24.2252,1.0654
25.1337,24.9513,24.2007,23.5436,23.2015,0.7897
23.7096,23.7975,23.0686,22.4183,21.9775,0.93
23.8536,23.989,23.6222,23.3077,22.8091,1.1278
25.229,25.2067,24.3798,23.7508,23.4808,0.7038
25.0941,25.1058,24.0769,23.218,22.7004,0.9306
25.1352,24.9959,24.5891,24.4098,24.2537,2.0488
25.5016,25.3372,24.2977,23.5585,23.046,0.8283
24.9655,24.9754,24.2469,23.545,23.0742,0.9584
24.5142,24.4753,23.4362,22.9419,22.6756,0.6572
24.9027,24.896,24.2896,23.7965,23.105,1.4216
26.2789,25.6372,24.6613,23.7602,22.7976,1.555
24.5587,24.7258,24.0885,23.496,23.2989,0.7832
24.6596,24.58,23.2588,23.1106,22.8107,0.3693
24.1415,24.2933,23.7493,23.442,22.7497,1.1823
24.6784,24.8415,24.1827,23.6475,22.9448,1.0862
25.3842,25.4454,25.1029,24.6302,24.2039,1.0385
26.2561,25.8908,25.3326,25.2162,25.1146,2.4806
24.9003,24.753,23.7978,23.6701,23.517,0.2864
25.5251,25.3677,24.1705,23.8874,23.6917,0.3274
26.3334,25.9799,24.8314,24.6131,24.2205,0.4977
25.2202,25.2858,24.9791,24.8808,24.5986,1.6028
25.0841,24.9851,23.8987,23.6581,23.4482,0.4818
24.1925,24.0171,22.712,22.1031,21.7242,0.6529
24.5383,24.4673,23.4853,22.9965,22.713,0.6263
25.5419,25.5883,24.6753,24.3986,24.1701,0.5919
25.1587,25.2267,24.1414,23.8074,23.6503,0.498
25.6974,25.5038,24.4443,24.2867,24.0165,0.3614
25.6666,24.492,23.5463,23.4268,23.2867,2.9512
26.927,26.3133,23.7678,22.6368,21.788,0.8752
26.1436,25.8383,25.2764,24.931,24.3839,2.1274
25.9882,25.7959,25.2278,24.3237,23.646,0.9673
25.2655,25.392,24.5351,24.0977,23.8867,0.6009
24.3204,24.38,24.0568,23.7809,23.1234,1.2973
25.1829,25.0434,24.7054,24.4595,24.2844,1.777
25.2687,25.1857,24.8,24.6741,24.4828,1.5288
24.7943,24.9114,24.436,23.7534,23.3588,0.8733
25.3397,25.3824,24.7999,24.4411,23.7581,1.4027
25.4189,25.1205,24.0097,23.3521,22.995,0.719
24.8976,25.108,24.0941,23.6568,23.378,0.6109
24.8101,24.8545,23.674,23.4358,23.2225,0.4863
25.6925,25.5901,24.5921,24.3433,24.2117,0.482
24.7973,24.7224,23.3103,23.0154,22.7164,0.4008
24.9164,25.0409,24.0792,23.6022,23.4553,0.6465
27.0384,26.1109,24.3631,23.3836,22.8115,0.7182
24.8105,24.6241,23.2994,22.6054,22.2313,0.6597
25.4885,25.5175,25.2625,25.3019,25.0851,1.6719
25.4799,25.5513,25.0927,24.8811,24.7536,1.4434
26.2145,25.6836,24.7123,24.5062,24.3896,0.1126
25.106,25.1567,24.548,24.3634,23.8207,1.2138
24.5567,24.6089,23.8232,23.1783,22.6316,1.0062
24.9985,25.125,24.9065,24.3402,23.9558,0.883
24.5621,24.7354,24.1521,23.6567,23.3107,0.7865
25.9876,25.5254,25.1426,24.4811,24.2395,1.7106
25.5774,25.5566,25.2023,24.5466,24.06,0.9835
26.7334,25.9399,24.8808,24.8189,24.4064,2.3551
23.8881,23.8772,22.9953,22.6772,22.5523,0.6092
24.1558,24.1511,23.381,22.8182,22.4035,0.8456
24.8462,24.7972,24.4125,24.178,23.9461,1.6967
25.659,25.5963,24.4329,24.0424,23.8607,0.5549
25.2835,25.2449,23.8399,23.5747,23.2543,0.347
25.0833,24.9131,24.4074,23.9165,23.3792,1.6851
25.0822,25.2287,24.4771,23.8773,23.6364,0.776
25.9241,25.928,25.4425,25.0075,24.575,1.0221
25.1797,25.1214,23.8501,22.9987,22.5032,0.805
25.1431,25.1607,24.6235,24.3831,23.9302,1.4532
25.3016,25.4897,25.0717,24.8269,24.5351,1.2499
25.4867,25.8291,25.3722,24.6842,24.0316,1.3668
24.6252,24.8009,24.6284,24.6318,24.0495,1.3193
25.2017,25.5375,25.0046,24.816,24.4108,0.9651
25.3907,25.5711,25.2342,24.7693,24.3685,1.0771
24.419,24.4811,23.6341,23.2891,23.2081,0.5654
24.3097,24.4534,23.5926,23.0156,22.7302,0.6752
25.0546,24.6634,24.0828,23.8686,23.4841,1.7765
25.6181,25.7568,24.9548,24.4736,24.2996,0.6773
25.914,25.6695,24.8322,24.5901,24.6692,0.4434
24.3528,24.4127,24.1603,24.1201,23.7855,1.5291
24.4306,24.6187,24.2807,23.969,23.3988,1.181
24.4209,24.0569,23.2341,23.1048,22.9713,0.1844
24.8208,24.8774,24.5333,24.1136,23.9824,1.6297
26.2347,26.0563,25.594,25.2583,24.9704,2.2951
25.3432,25.4741,24.3268,24.0101,23.8738,0.5345
24.1472,24.191,23.9246,23.7811,23.3395,1.3846
25.6856,25.8151,25.5918,24.6883,24.2618,0.9324
25.1771,25.1877,24.169,23.487,22.4906,1.1118
24.5966,24.7287,24.4443,24.3745,23.9428,1.4347
24.4689,24.5509,23.6917,23.3319,23.0573,0.6453
25.0591,25.055,23.9548,23.4641,23.2065,0.5142
25.7201,25.4613,25.0647,24.5604,23.9571,1.7265
24.228,24.3824,23.7143,23.1393,22.6108,1.0126
25.7153,25.572,24.8261,23.8924,23.4024,0.8369
25.022,25.1828,24.8089,24.0885,23.8054,0.8729
25.1291,25.1382,24.8928,24.8486,24.7558,2.1236
24.8371,25.0197,24.6442,24.5889,23.9431,1.2015
24.4169,24.3523,23.3278,23.2502,23.0325,0.2872
24.6179,24.6197,24.2606,23.9475,23.2923,1.2461
26.9288,26.5711,25.7183,24.7187,23.7803,1.4737
24.7984,24.712,23.5944,23.4823,23.1856,0.319
25.8808,25.6152,24.4608,23.7983,23.4078,0.7433
26.536,26.347,26.0467,25.813,25.9262,1.9902
24.3027,24.4126,24.2511,24.2317,23.7701,1.4113
24.654,24.78,24.0532,23.3889,23.0733,0.8161
24.8933,24.9853,24.6443,24.3321,24.2093,1.5172
24.206,24.2586,23.8395,23.6266,22.9792,1.3532
25.2521,25.2511,25.1058,24.5277,24.0931,0.9509
26.955,25.8403,24.7641,24.7459,24.2168,2.4415
25.9135,25.892,25.5351,25.2686,24.7726,1.0366
24.701,24.8297,23.8062,23.4302,23.1284,0.6213
23.8021,23.7564,22.488,22.3018,21.9755,0.345
27.0031,26.6015,25.3945,25.026,24.5874,1.7857
24.6259,24.5388,23.2972,22.9268,22.6744,0.5085
24.2846,24.2668,23.2434,22.7579,22.4837,0.6239
25.2669,25.0727,23.8025,22.842,22.2686,0.8701
25.1174,25.1346,24.0098,23.6381,23.4586,0.5551
24.4148,24.2167,22.8725,22.4253,22.0341,0.5055
25.5439,25.3319,24.0102,23.7209,23.4762,0.2639
26.9328,27.2289,25.5553,24.9971,24.5856,3.0925
23.716,23.8379,23.2035,22.5204,22.1831,0.8608
24.1349,24.2657,23.8697,23.5574,23.0112,1.237
24.4861,24.6326,24.2312,23.6363,23.2421,0.9024
24.0708,24.006,22.7641,22.4929,22.1545,0.409
25.6382,25.7193,25.6488,25.4033,25.2074,1.1265
24.4072,24.2507,22.6935,22.1359,21.6597,0.5045
24.5692,24.7201,24.0363,23.4184,22.8585,0.9613
25.9158,25.9911,25.0754,24.2191,24.1103,0.7157
26.8725,26.5807,24.9188,24.5701,24.2737,0.4536
25.3252,25.4792,24.8386,24.167,23.7454,0.9751
25.3808,25.1664,24.1504,23.8912,23.7269,0.2278
24.7329,24.3181,23.5401,23.382,23.1675,0.1243
25.9862,26.0323,25.5061,24.8535,24.9619,0.7101
25.4576,25.6802,25.0895,24.3971,23.9126,0.9308
25.1774,25.1537,24.3815,23.8933,23.672,0.6694
24.0034,24.012,22.7602,22.427,22.1803,0.486
25.6822,25.5839,24.8256,24.2443,24.2151,0.6413
24.9667,24.6081,23.7052,23.6331,23.4598,0.2172
25.5771,25.3293,23.6398,22.8041,22.3698,0.5871
27.2599,27.0788,26.1827,25.3572,24.7288,1.5716
25.9503,25.477,24.4127,24.2192,23.8963,2.702
24.12,24.0683,22.9261,22.3175,21.9911,0.6711
25.8331,25.5465,25.166,24.9362,24.8123,1.1065
24.7409,24.6837,24.5035,24.5027,24.1613,1.5176
23.2602,23.1671,21.9501,21.6131,21.2449,0.5377
26.5468,26.1712,25.668,25.1063,24.6458,2.0516
25.8726,25.8758,24.7805,24.6649,24.4579,0.4048
24.4461,24.7196,24.2956,23.9491,23.2844,1.2297
25.5297,25.6478,24.7159,23.9758,23.5255,0.8664
27.2647,26.3582,24.0482,23.3293,22.8564,0.496
25.6018,24.7983,22.9218,22.4491,22.0643,0.3716
24.8573,25.0189,24.2469,23.5175,23.0487,0.9376
25.5552,25.504,24.1385,23.9376,23.7121,0.3259
25.907,26.52,25.0252,24.1561,23.0723,1.0952
25.232,25.3661,24.7932,24.274,23.8996,0.9746
23.87,23.9978,23.3338,22.6086,22.1693,0.8906
24.6028,24.5623,24.135,23.7877,23.371,1.6157
25.1691,25.2202,24.8646,24.8097,24.2399,1.4042
26.4371,26.7452,25.9107,25.0122,24.1769,1.6523
25.3635,25.3132,23.8387,22.8904,22.1117,0.983
26.0075,25.1913,24.1194,24.0225,23.9235,2.9549
25.3798,24.9517,24.2306,24.0413,23.647,2.048
25.4524,25.007,24.0642,23.9559,23.6859,0.1989
23.9155,24.0769,23.3258,22.889,22.741,0.6907
24.2926,24.328,23.6129,23.311,23.1552,0.6776
25.5059,25.5185,24.3833,23.953,23.7645,0.5585
25.7822,25.9183,25.655,25.3434,25.0143,1.163
25.8306,26.1099,25.5185,25.145,24.7356,0.8438
24.9572,25.0628,24.1635,24.2165,23.9442,0.0385
24.8659,24.6384,23.6994,23.5221,23.421,0.23
24.8963,25.053,24.5508,23.8673,23.4347,0.9069
24.2959,24.4056,23.9967,23.6329,23.1193,1.1722
24.8845,25.0004,24.4287,23.9976,23.7361,0.7457
25.4357,25.538,25.1799,25.1944,24.7184,1.6545
24.8778,24.7183,23.6434,23.466,23.3221,0.2882
24.8467,24.8106,23.8872,23.3179,22.9058,0.7835
25.7695,25.4631,24.563,24.3871,24.1104,0.1734
24.5544,24.553,23.4933,23.3388,23.1121,0.3342
24.4747,24.3751,22.9925,22.5061,22.1588,0.4924
24.7114,23.6345,21.4722,20.9184,20.478,0.3768
24.7415,24.6968,24.2734,23.9849,23.5293,1.4513
25.897,25.3842,23.8327,23.3936,23.0143,0.337
25.411,25.422,24.3666,23.7667,23.4202,0.7239
25.6309,25.3325,24.3836,23.9196,23.7236,0.6258
24.9758,24.8711,24.4151,24.3396,24.1443,1.8372
26.3119,26.0617,24.7372,24.4674,24.1178,0.4001
25.692,25.8622,24.9351,24.732,24.6137,0.4902
25.5008,25.1099,24.7239,24.4341,24.2533,1.814
25.1348,25.388,24.9645,24.5452,23.9484,1.0837
24.9744,25.0136,23.8764,23.5596,23.2882,0.5433
26.3193,25.5073,24.6888,24.6156,24.1747,2.2862
24.9181,24.9955,24.1003,23.5596,23.3059,0.6913
26.1176,26.0058,25.475,25.2672,25.0383,0.4914
24.8151,24.9066,24.4669,24.0783,23.6042,1.1179
26.0799,25.9721,25.6853,25.1739,24.7822,1.8337
